Headline,Date,Stock_Ticker
"Canaccord Downgrades NVIDIA to Hold, $15 PT",2011-11-01,NVDA
"Benzinga's Top Upgrades, Downgrades For June 27, 2019",2019-06-27,NVDA
123 Biggest Movers From Yesterday,2020-03-10,AAPL
Competition Between AMD and Nvidia in Graphics Card Market Expected to Heat Up in Early July,2019-07-01,NVDA
"Semi Stocks Moving Higher Wed. Morning, Potentially Amid Several News Items: Toshiba Suit Of Western Digital, Toshiba Missing Deadline For Sale Of Chip Unit; Cypress Semi Shares Up 3.9%, AMD Up 1.9%, NVIDIA Up 1.8%, Micron Up 1.1%",2017-06-28,NVDA
"Citi Maintains Buy on NVIDIA, Raises Price Target to $245",2019-11-15,NVDA
"Raymond James Reiterates Outperform on NVIDIA, Raises Price Target to $330",2020-05-15,NVDA
8 Biggest Price Target Changes For Tuesday,2019-01-29,NVDA
"S&P 500 Stocks With Most Active Options Today: CHRW, MUR, HAR, IP, NVDA",2015-01-05,NVDA
"Analyst: Bitcoin Mining Will Mean Less For Semis In 2018, AMD Is More Exposed Than Nvidia",2017-11-28,NVDA
Piper Jaffray Sees Opportunity For NVIDIA To Significantly Expand Margins,2019-03-26,NVDA
"Macquarie's Nag Says NVIDIA Remains the Firm's Top Growth Idea, Notes 'Graphics is a better market than you think, and VR is just around the corner'",2015-09-23,NVDA
Why Advanced Micro Devices And NVIDIA Are Worth Watching,2015-06-15,NVDA
NVIDIA Shares Falling,2015-11-04,NVDA
"NVIDIA Reports Q3 EPS $0.94 vs. Est. $0.57, Rev. $2B vs. Est. $1.69B",2016-11-10,NVDA
"Domo Arigato, Mr. Roboto: First Trust Launches AI, Robotics ETF",2018-02-25,NVDA
US Stock Futures Signal Lower Start On Wall Street; Weekly Jobless Claims Data In Focus; Cisco Shares Down In Pre-Market Trading,2011-05-12,NVDA
"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Monday, February 11, 2019",2019-02-11,NVDA
Analyst: AMD's New Graphics Cards Make 'Meaningful Improvement' But Cost More Than Expected,2019-06-11,NVDA
David Bartosiak's NVIDIA Trade,2016-11-07,NVDA
Semiconductor Equipment Billings Slip to 5-month Low,2019-10-23,NVDA
"NVIDIA shares are trading higher despite broader market downturn. Mizuho analyst today noted that online gaming and ecommerce cloud remain strong amid the coronavirus outbreak, which the firm said is an advantage for NVIDIA.",2020-02-28,NVDA
"Benzinga's Top ETF Gainers, October 20th (BOM, EDZ, SOXS, FAS)",2011-10-20,NVDA
"Red Hat Reports Expansion Of Alliance With NVIDIA To Accelerate, Scale AI/Machine Learning Workloads Across Hybrid Clouds, No Terms Disclosed",2019-05-09,NVDA
The Market In 5 Minutes: A Couple Of Pharma Stocks Move 70% In Opposite Directions,2016-11-14,NVDA
Vetr Crowd Downgrades Nvidia,2018-03-21,NVDA
"Shares of several semiconductor companies are trading lower following reports indicating the White House is considering setting limits on US flows to China, delisting Chinese company's from US stock exchanges. NOTE: Semiconductor companies are heavily impacted by U.S.-China trade war uncertainty, especially companies in business with Huawei.",2019-09-27,NVDA
Nvidia Downgraded to Underperform from Market Perform at Wells Fargo,2016-07-15,NVDA
Friday's Mid-Day Options Volume Leaders,2011-08-12,NVDA
Google's Second-Gen Nexus 7 May Be Limited To 3.5 Million Units (GOOG),2013-08-07,NVDA
"Robotics, AI Fund Thinks It's Found The 'New FAANG'",2017-10-24,NVDA
"7 Stocks To Watch For November 16, 2018",2018-11-16,NVDA
"UPDATE: B of A Securities On Apple Notes 'Although AAPL could choose to not provide any guidance,we think AAPL could also provide a much wider than normal range to encapsulate the uncertainty of COVID-19'",2020-04-27,AAPL
Why Nvidia Has A New Street-High Price Target,2020-05-11,NVDA
"ICYMI: Snap Earnings, VIX Instruments, AMD And Nvidia",2018-02-08,NVDA
Cramer Continues Warming Up To AMD After Listening To CEO,2018-04-27,NVDA
Jim Cramer Gives His Opinion On Mobileye And Blackstone,2017-01-06,NVDA
"Ark Invest's Catherine Wood On Leveraging Disruption, Innovation To Grow Portfolios",2019-11-05,NVDA
Benzinga's Top Initiations,2016-09-20,NVDA
"Cascend Maintains Buy on NVIDIA, Raises Price Target to $330",2020-02-14,NVDA
10 Must Watch Stocks for Today,2015-08-06,NVDA
"Wells Fargo Maintains Overweight on NVIDIA, Raises Price Target to $270",2019-12-20,NVDA
Game On: Intel Is Targeting Nvidia And AMD's Market Share,2017-11-10,NVDA
45 Stocks Moving In Tuesday's Mid-Day Session,2019-03-19,NVDA
"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Fri., Nov. 16, 2018",2018-11-16,NVDA
Why Canaccord Is Buying Nvidia's Long-Term Picture,2015-11-16,NVDA
"Morgan Stanley Downgrades NVIDIA to Equal-Weight, Lowers Price Target to $148",2019-01-29,NVDA
Chip Stocks Volatile Hearing Amid Report Intel Offered Response To Report Of Security Research Findings,2018-01-03,NVDA
"Big Stocks Moving After Hours As Market Cheers Gilead, 'Reopening' Updates",2020-04-16,AAPL
Nvidia Unveils GeForce RTX Series: 'A New Golden Age Of Gaming',2018-08-20,NVDA
NVIDIA shares are trading higher after Susquehanna and RBC Capital maintained their bullish ratings on the company's stock along with raising their price targets.,2020-05-19,NVDA
"Susquehanna Maintains Positive on NVIDIA, Raises Price Target to $410",2020-05-19,NVDA
"Q1 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolio",2018-05-16,NVDA
Loup Ventures Says Believes Demand For 5G iPhone Will Be Initially Muted 'as it will reflect overall consumer demand in the fall which we expect to be soft'; Says Believes Apple Is 'One Of The Best Ways' To Invest In 5G Transformation,2020-03-27,AAPL
"Benzinga's Top Upgrades, Downgrades For November 26, 2018",2018-11-26,NVDA
JMP Securities Upgrades NVDA To Outperform,2011-03-28,NVDA
"Watch Other Semiconductor Stocks After Bloomberg Report, NVIDIA Shares Spiking To $27.52/Share",2015-10-14,NVDA
NVIDIA Announces Cloud Partnership with Alibaba's Alicloud,2016-01-21,NVDA
"Shares of several semiconductor companies are trading lower. Weakness potentially related to the ongoing conronavirus outbreak in China, which has hurt economic activity across sectors including the semi sector, which has China exposure.",2020-02-21,NVDA
"Wedbush On Nvidia: Impact Of Drop In General Purpose PC Has Minimal Impact, NVDA Focused On 'differentiated markets like gaming to drive growth'",2015-06-12,NVDA
Tablet Shipments to Increase 17.7% on-Year in H2 2013 -DigiTImes,2013-08-06,NVDA
Hearing Pacific Crest Negative on Nvidia,2012-04-16,NVDA
"Brexit Time Again: As Parliament Votes, U.S. Stocks Have Mixed Tone With Boeing Down",2019-03-12,NVDA
8 Biggest Price Target Changes For Tuesday,2018-05-08,NVDA
Vetr Crowd Downgrades Nvidia To Hold,2018-02-15,NVDA
"Nvidia, Intel Among Analyst Top Picks Following Semiconductor Conference",2017-08-21,NVDA
Hearing JP Morgan Added Apple Shares To Its Bullish 'Focus List',2020-05-01,AAPL
Nvidia Spokesperson Declines Comment on Earlier Chatter of Intel Offer,2012-04-02,NVDA
24 Technology Stocks Moving In Thursday's Pre-Market Session,2019-08-29,NVDA
Shares of companies in the semiconductor space are trading lower after Trump criticized China's trade policies in front of the UN. The sector has exposure to China and is sensitive to US-China trade relations.,2019-09-24,NVDA
"Airlines Continue Suffering As Delta, American Announce Schedule Cuts, But Crude Bounces",2020-03-10,AAPL
"NVIDIA Spikes On Record Quarterly Results, Strong Guidance And Dividend Raise",2016-11-10,NVDA
Apple Tells Staff U.S. Stores to Remain Closed Until Early May,2020-04-03,AAPL
Upcoming Earnings: MGM And Activision Blizzard Report Q2 Results On Thursday,2018-08-01,NVDA
Nvidia Option Alert: Sep 29 $172.5 Puts at the Bid: 600 @ $2.0 vs 48 OI; Ref=$179.32,2017-09-15,NVDA
COVID-19 Crisis Could Make Big Tech Even Stronger,2020-03-25,AAPL
NVIDIA Appoints Former PepsiCo. Exec Dawn Hudson to Its Board of Directors,2013-07-23,NVDA
"Morgan Stanley Maintains Underweight on NVIDIA, Raises PT to $21.00",2015-08-07,NVDA
Tap Nvidia's Growth Story With These Tech ETFs,2017-11-10,NVDA
AMD Could Make Billions on Sony's PlayStation 4,2013-02-21,NVDA
13 Technology Stocks Moving In Friday's Pre-Market Session,2020-01-10,NVDA
Intel Inherits Mobileye's Problems,2017-03-13,NVDA
"Wedbush Securities Maintains Nvidia at Outperform, Lowers PT from $20 to $17",2012-11-07,NVDA
Benzinga's Top #PreMarket Gainers,2015-08-07,NVDA
"Wedbush Maintains Outperform on NVIDIA, Raises Price Target to $420",2020-05-22,NVDA
Chip and semiconductor stocks are trading higher following Apple and AMD earnings; Apple beat Q1 estimates and AMD reported Q4 margin improvement.,2019-01-30,NVDA
Apple shares are trading higher after Wells Fargo upgraded the stock from Equal-Weight to Overweight and announced a $315 price target. NOTE: The overall market is also rebounding from Thursday's crash.,2020-03-13,AAPL
"'Apple weighs delaying 5G iPhone launch by months, sources say' -Nikkei",2020-03-25,AAPL
Mid-Day Market Update: Trade Desk Surges on Upbeat Earnings; Stellar Biotechnologies Shares Drop,2018-05-11,NVDA
Apple shares are trading higher after Deutsche Bank maintained its Buy rating on the stock and raised its price target from $270 to $285 per share.,2020-04-16,AAPL
IBM Kicks Off The Big Tech Earnings Season,2017-01-19,NVDA
"A.I. Summit in San Francisco Concludes Today, Attendees Include Morgan Stanley, Johnson & Johnson, Bank of America, IBM, Nvidia, Microsoft, Amazon and Footlocker",2017-09-28,NVDA
"10 Stocks To Watch For November 15, 2018",2018-11-15,NVDA
Apple Hit With $1.2B Fine By French Antitrust Authorities,2020-03-17,AAPL
"Barclays Maintains Equal-Weight on NVIDIA, Raises Price Target to $225.00",2017-11-10,NVDA
70 Biggest Movers From Yesterday,2019-03-20,NVDA
NVIDIA shares are trading lower after the company issued Q4 sales guidance below analyst estimates.,2019-11-15,NVDA
What's Next For Nvidia?,2017-02-26,NVDA
NVIDIA shares are trading higher after the company teamed up with Amazon Web Services IoT to bring AI to millions of connected devices.,2019-03-19,NVDA
"Is Nvidia A Buy? Only If Shares Fall Further, Says Miller Tabak Analyst",2018-02-07,NVDA
"NVIDIA Shares Down 9% Following Q4 Sales, Gross Margin Guidance Cut; AMD Shares Down 4.3%, Seagate Down 3.2%, Micron Down 2.5%, Intel, Western Digital Down 1.5%, Texas Instruments Down 1%",2019-01-28,NVDA
Nvidia Reports Q4 EPS $0.26 vs $0.19 Est; Revenues $953.20M vs $950.51M Est,2012-02-15,NVDA
"Q2 13F Roundup: How Buffett, Einhorn, Loeb And Others Adjusted Their Portfolio",2018-08-15,NVDA
30 Stocks Moving In Friday's Pre-Market Session,2017-02-10,NVDA
It's Hip To Be Square? Huey Lewis Suggests An Investing Strategy That's Nothing Fancy,2017-02-10,NVDA
NVIDIA's Blowout Quarter Helps It Remain A Top Pick At Jefferies,2016-11-11,NVDA
Nvidia Seeing Strong Trends Heading Into Next Quarterly Print,2017-10-16,NVDA
"'Fast Money Halftime Report' Traders Weigh In On Apple, Uber And More",2019-09-24,NVDA
"Apple Reports Q2 Service Revenue $13.348B, Up From $11.45B YoY",2020-04-30,AAPL
"Morgan Stanley Sees Ethereum's Strength Benefiting AMD, Nvidia",2018-01-23,NVDA
KeyBanc Sees 'Significant Runway' For AMD In Cloud Data Processors,2018-11-26,NVDA
Shares of several semiconductor companies are trading higher on news U.S. and Chinese trade negotiators are planning to delay the December 15 tariffs.,2019-12-10,NVDA
"BlackBerry Shares Recently Turn Positive, Now Up 0.7% for Session as Traders Circulating Rumor Co. Working Directly with NVIDIA for Integration Into Drive PX2, Diveworks",2017-06-06,NVDA
"Melco Resorts, Nvidia, Tesla, SMH: 'Fast Money' Picks For December 27",2017-12-27,NVDA
A New Automation ETF For Traders Who Haven't Yet Been Replaced By Robots,2018-06-13,NVDA
Global Smartphone Shipments to Fall to 1.15B Units in 2020,2020-04-27,AAPL
Watch These 7 Huge Put Purchases In Wednesday Trade,2017-08-09,NVDA
Jefferies Expects More Upside Surprises From NVIDIA Over The Next Year,2016-08-12,NVDA
The Current Bull And Bear Case For Nvidia,2017-10-11,NVDA
Benzinga's Option Alert Recap From September 20,2017-09-20,NVDA
"Cowen Names 4 Top Semi Picks: AMD, Ambarella, Broadcom, Monolithic Power",2018-05-17,NVDA
Cramer Finds A Way To Explain Stock Diversification With Fantasy Football,2017-08-19,NVDA
Nvidia Receives Positive Mad Money/Jim Cramer Mention -CNBC,2011-09-13,NVDA
Benzinga's Option Alert Recap From August 31,2017-08-31,NVDA
Morgan Stanley Calls For 150% Upside In Ambarella,2017-09-27,NVDA
The Mixed Sony Effect,2020-05-14,AAPL
Stocks Hitting 52-Week Highs,2016-05-13,NVDA
What To Expect From Nvidia's Q2 Earnings,2018-08-14,NVDA
"Boeing, Caterpillar, Chipmakers Retreat After Trump Threats To Raise China Tariffs",2019-05-06,NVDA
"Deutsche Bank Retains NVIDIA Hold, $20 PT (NVDA)",2011-03-09,NVDA
48 Stocks Moving In Friday's Mid-Day Session,2018-11-16,NVDA
Earnings Preview: What Might Be Expected When FB Reports?,2017-05-03,NVDA
"Morgan Stanley Downgrades Nvidia, Faces 'More Significant Challenges' Than Expected",2019-01-29,NVDA
Fast Money Picks For January 6,2016-01-06,NVDA
"Earnings Scheduled For November 6, 2014",2014-11-06,NVDA
"Benzinga Market Primer: Friday, May 10",2013-05-10,NVDA
Option Alert: $NVDA Nov 27 $13 Call Sweep; 1256 Contracts @Ask @$0.29; Ref $29.85,2015-11-13,NVDA
25 Stocks Moving In Wednesday's Pre-Market Session,2017-05-24,NVDA
"13 Stocks To Watch For February 8, 2018",2018-02-08,NVDA
Qualcomm CEO Blames Nvidia for Delaying Debut of Android Tablets -Bloomberg,2011-06-02,NVDA
"Nvidia Shares Have Moved +4.1% Over Last 10 Minutes, Now Up 2.5% At $191.37",2017-12-05,NVDA
"Jefferies Maintains Buy on NVIDIA, Lowers Price Target to $246",2018-11-16,NVDA
Stocks Hitting 52-Week Highs,2014-02-21,NVDA
"7 Stocks To Watch For August 16, 2019",2019-08-16,NVDA
"UBS Maintains Buy on Apple, Lowers Price Target to $335",2020-03-10,AAPL
Mid-Day Market Update: Dow Falls 75 Points; Shipping Stocks Spike Higher,2016-11-16,NVDA
"Citigroup Initiates Coverage On NVIDIA Corporation - Common Stock at Buy, Announces $90.00",2016-11-02,NVDA
Wedbush Offers 4 Semiconductor Stocks To Watch Ahead Of Next Week's Earnings,2015-05-01,NVDA
Stocks Hitting 52-Week Highs,2015-09-25,NVDA
Citron's Andrew Left Hits The Airwaves To Explain His Bullish BlackBerry Stance,2017-06-02,NVDA
Can You Guess This Chart?,2016-08-11,NVDA
AT&T Is Hoping HBO Max Will Turn The Tide,2020-04-29,AAPL
"Kinahan Says Millennials Are Buying The Stocks They Know, Like Beyond Meat And Tesla",2019-07-09,NVDA
Earnings Scheduled For August 11,2011-08-11,NVDA
Shares of several semiconductors shares are trading higher in sympathy with Lam Research after the company reported better-than-expected Q1 EPS and sales results. The company had also issued Q2 EPS and sales above analyst estimates.,2019-10-24,NVDA
10 Biggest Price Target Changes For Wednesday,2018-08-15,NVDA
"Loup Venture Publishes 'Nvidia: Despite Earnings Miss, Long-Term Story Still Intact'",2018-11-16,NVDA
15 Technology Stocks Moving In Monday's Pre-Market Session,2020-01-27,NVDA
NVidia Guides Q4 Gross Margin Unchanged at 52.5%; Depreciation & Amortization $53M-$57M,2011-11-10,NVDA
"Earnings Scheduled For August 7, 2014",2014-08-07,NVDA
Seeing Notable Block Trade In NVIDIA of 3.3M Shares At $186.66/Share,2017-12-04,NVDA
"NVIDIA Q1 Adj. EPS $1.800 Beats $1.680 Estimate, Sales $3.080B Beat $2.980B Estimate",2020-05-21,NVDA
Nvidia Analyst Says Pandemic Creates More Data Center Demand,2020-03-24,NVDA
Keep The Semiconductors On The Radar,2012-01-17,NVDA
"UPDATE: Raymond James Reiterates Outperform On NVIDIA, Reiterates $180 Target As Firm Thinks 'the pause in hyperscale spending this year (which affected all suppliers) provides a strong setup for next year'",2019-08-16,NVDA
"10 Must Watch Stocks for February 11, 2015",2015-02-11,NVDA
Friday February 15th Watchlist,2013-02-15,NVDA
Nvidia Investors Accuse Chipmaker Of Misrepresenting $1B In Crypto Revenue In Lawsuit,2020-05-19,NVDA
"11 Stocks To Watch For February 14, 2019",2019-02-14,NVDA
"UPDATE: B Of A Securities On Nvidia Notes 'In our 2020 playbook, we flag NVDA as our top large cap pick... due to its leading growth (15%+ sales/20%+ EPS CAGR, CY19-21E) at a still reasonable valuation (30x CY21 PE, 2-turns below 3-yr avg.)",2020-01-10,NVDA
Todd Gordon Is Bullish On Netflix And NVIDIA,2017-01-23,NVDA
5 Biggest Price Target Changes For Friday,2017-08-11,NVDA
"Apple To Reopen Small Number Of U.S. Stores In Idaho, South Carolina, Alabama And Alaska Starting Next Week; Says It Will Require Customers To Wear Masks, Undergo Temperature Checks Before Entering Stores",2020-05-08,AAPL
"Benzinga's Top Upgrades, Downgrades For July 12, 2017",2017-07-12,NVDA
NVIDIA Screams Higher on Q2 Earnings Beat,2011-08-11,NVDA
"UPDATE: Morgan Stanley Upgrades NVIDIA To Overweight, Raises Target To $259 Notes 'We see 2020 as a return to solid growth in both key segments, gaming and hpc/cloud (datacenter), even in a tough semiconductor environment'",2019-11-25,NVDA
