Date,Year,Month,Month_Name,Day,Weekday,Quarter,Transaction Description,Category,Category_Code,Amount,Type,Is_Income
2020-11-10,2020,11,November,10,Tuesday,4,option goal avoid.,Shopping,7,1471.72,Expense,0
2020-01-30,2020,1,January,30,Thursday,1,tree note responsibility.,Health & Fitness,2,1158.93,Expense,0
2021-02-02,2021,2,February,2,Tuesday,1,less future century technology.,Salary,6,1935.09,Expense,0
2022-02-10,2022,2,February,10,Thursday,1,news need task mind.,Travel,8,1866.72,Expense,0
2021-04-23,2021,4,April,23,Friday,2,quickly new another general poor.,Travel,8,438.98,Expense,0
2024-04-23,2024,4,April,23,Tuesday,2,else pull its adult house.,Other,4,4431.0,Income,1
2020-08-17,2020,8,August,17,Monday,3,tough animal someone.,Shopping,7,1187.87,Expense,0
2022-11-07,2022,11,November,7,Monday,4,enjoy instead dream.,Utilities,9,1405.84,Expense,0
2020-02-05,2020,2,February,5,Wednesday,1,seven medical blood personal.,Investment,3,1838.0,Income,1
2022-03-31,2022,3,March,31,Thursday,1,fear fact.,Shopping,7,516.37,Expense,0
2023-11-13,2023,11,November,13,Monday,4,mention offer suddenly clear.,Other,4,2393.0,Income,1
2022-10-22,2022,10,October,22,Saturday,4,window music evening know.,Entertainment,0,427.66,Expense,0
2024-03-11,2024,3,March,11,Monday,1,stop unit might job close.,Other,4,1077.0,Income,1
2021-12-19,2021,12,December,19,Sunday,4,door fish scene.,Investment,3,3469.0,Income,1
2024-11-14,2024,11,November,14,Thursday,4,show recently decide last.,Investment,3,4240.0,Income,1
2022-05-13,2022,5,May,13,Friday,2,unit study.,Investment,3,4427.0,Income,1
2023-03-18,2023,3,March,18,Saturday,1,fall care.,Rent,5,1168.82,Expense,0
2020-09-16,2020,9,September,16,Wednesday,3,he we recent music.,Food & Drink,1,1700.66,Expense,0
2023-04-10,2023,4,April,10,Monday,2,organization ten seem.,Travel,8,126.6,Expense,0
2022-05-28,2022,5,May,28,Saturday,2,environment size worker.,Other,4,2384.0,Income,1
2021-09-20,2021,9,September,20,Monday,3,energy always.,Travel,8,506.73,Expense,0
2023-08-11,2023,8,August,11,Friday,3,above dog brother morning.,Food & Drink,1,1730.61,Expense,0
2021-08-08,2021,8,August,8,Sunday,3,state among rest national wrong.,Food & Drink,1,1233.47,Expense,0
2022-11-28,2022,11,November,28,Monday,4,build smile across among situation.,Utilities,9,888.16,Expense,0
2022-07-22,2022,7,July,22,Friday,3,production summer.,Salary,6,726.24,Expense,0
2020-11-16,2020,11,November,16,Monday,4,organization visit finally.,Health & Fitness,2,240.68,Expense,0
2020-02-07,2020,2,February,7,Friday,1,current hear claim well two.,Travel,8,1979.15,Expense,0
2024-06-22,2024,6,June,22,Saturday,2,thought sit identify culture.,Travel,8,1895.04,Expense,0
2021-07-12,2021,7,July,12,Monday,3,ahead pass culture or.,Salary,6,1770.41,Expense,0
2023-12-14,2023,12,December,14,Thursday,4,network fact talk.,Entertainment,0,166.87,Expense,0
2020-12-16,2020,12,December,16,Wednesday,4,professor beat window.,Shopping,7,778.3,Expense,0
2023-03-16,2023,3,March,16,Thursday,1,concern lay often use behavior.,Investment,3,1570.0,Income,1
2024-01-19,2024,1,January,19,Friday,1,finish increase economy middle public.,Travel,8,1376.36,Expense,0
2021-04-19,2021,4,April,19,Monday,2,five our pull fly few.,Investment,3,1168.0,Income,1
2022-09-18,2022,9,September,18,Sunday,3,make worker trouble.,Salary,6,1060.15,Expense,0
2024-10-17,2024,10,October,17,Thursday,4,with young think there assume.,Health & Fitness,2,1349.65,Expense,0
2021-03-09,2021,3,March,9,Tuesday,1,here woman stand west source.,Investment,3,2771.0,Income,1
2022-08-16,2022,8,August,16,Tuesday,3,miss have analysis morning.,Entertainment,0,1188.53,Expense,0
2024-06-15,2024,6,June,15,Saturday,2,article service produce political.,Investment,3,1603.0,Income,1
2020-07-08,2020,7,July,8,Wednesday,3,art whether between several personal.,Travel,8,818.09,Expense,0
2022-12-30,2022,12,December,30,Friday,4,us decade.,Utilities,9,1286.74,Expense,0
2023-10-04,2023,10,October,4,Wednesday,4,knowledge fight car smile commercial.,Entertainment,0,45.65,Expense,0
2024-09-01,2024,9,September,1,Sunday,3,decide cultural start how thank.,Health & Fitness,2,1037.84,Expense,0
2020-05-19,2020,5,May,19,Tuesday,2,else easy point she.,Travel,8,273.59,Expense,0
2024-12-02,2024,12,December,2,Monday,4,in seven building hard.,Utilities,9,39.3,Expense,0
2021-02-23,2021,2,February,23,Tuesday,1,wrong school federal from.,Shopping,7,1178.81,Expense,0
2024-02-14,2024,2,February,14,Wednesday,1,until truth feeling view.,Rent,5,382.08,Expense,0
2021-07-23,2021,7,July,23,Friday,3,home others offer institution main.,Other,4,4174.0,Income,1
2020-06-24,2020,6,June,24,Wednesday,2,week real course school everybody.,Health & Fitness,2,1459.8,Expense,0
2023-07-05,2023,7,July,5,Wednesday,3,begin voice prevent structure wear.,Investment,3,2078.0,Income,1
2023-09-01,2023,9,September,1,Friday,3,carry surface learn.,Entertainment,0,1800.38,Expense,0
2023-10-09,2023,10,October,9,Monday,4,identify material.,Utilities,9,692.04,Expense,0
2024-04-20,2024,4,April,20,Saturday,2,skill successful and.,Utilities,9,19.62,Expense,0
2022-12-04,2022,12,December,4,Sunday,4,run again help right.,Rent,5,749.97,Expense,0
2024-11-14,2024,11,November,14,Thursday,4,serious reveal left social fine.,Travel,8,1101.61,Expense,0
2023-10-08,2023,10,October,8,Sunday,4,expect win stuff realize project.,Other,4,1868.0,Income,1
